"age","workclass","fnlwgt","education","educationnum","maritalstatus","occupation","relationship","race","sex","capitalgain","capitaloss","hrsperweek","nativecountry","class"
39," Private",117381," HS-grad",9," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,62," England"," <=50K"
36," Private",342642," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,15," United-States"," <=50K"
29," Private",250967," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
39,NA,265685," Some-college",10," Divorced",NA," Not-in-family"," White"," Male",0,0,65," Puerto-Rico"," <=50K"
37," Private",131463," 10th",6," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,33," United-States"," <=50K"
25," Private",233777," HS-grad",9," Never-married"," Transport-moving"," Other-relative"," White"," Male",0,0,40,NA," <=50K"
28," Private",299422," 7th-8th",4," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
30," Private",761800," 11th",7," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
25," State-gov",218184," Bachelors",13," Never-married"," Protective-serv"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
51," Local-gov",47415," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,1628,30," United-States"," <=50K"
46," Local-gov",202560," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,1408,40," United-States"," <=50K"
47," Private",102771," 7th-8th",4," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," Portugal"," <=50K"
38," Private",154410," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,2051,40," Poland"," <=50K"
22," Private",162343," Some-college",10," Never-married"," Adm-clerical"," Other-relative"," Black"," Male",0,0,22," United-States"," <=50K"
29," Private",253801," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",84648," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
27," Private",80165," Some-college",10," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
39," Private",272338," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,25," United-States"," <=50K"
31," Private",300687," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
27," Self-emp-not-inc",151402," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,1573,70," United-States"," <=50K"
58,NA,37591," Bachelors",13," Widowed",NA," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
24," Private",110371," HS-grad",9," Divorced"," Protective-serv"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
23," State-gov",278155," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
24," Private",173679," Assoc-voc",11," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
44," Private",193537," 9th",5," Never-married"," Priv-house-serv"," Unmarried"," White"," Female",0,0,50," Puerto-Rico"," <=50K"
42," Private",158555," 10th",6," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
46," Private",72896," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
34," Private",229732," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
34," Private",349148," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,63," United-States"," <=50K"
62,NA,31577," HS-grad",9," Married-civ-spouse",NA," Husband"," White"," Male",0,0,18," United-States"," <=50K"
42," Private",150568," HS-grad",9," Separated"," Sales"," Unmarried"," White"," Female",0,0,45," United-States"," <=50K"
21," Private",344891," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Male",0,0,20," United-States"," <=50K"
88," Private",68539," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
64," Private",278585," HS-grad",9," Separated"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
34," Private",154874," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",267594," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
41," Private",184102," 11th",7," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
39," Private",139906," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,81," United-States"," <=50K"
69," Local-gov",32287," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,25," United-States"," <=50K"
81," Self-emp-not-inc",240414," Bachelors",13," Widowed"," Farming-fishing"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
29," Private",169631," HS-grad",9," Married-spouse-absent"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
41," Local-gov",201520," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
18," Self-emp-not-inc",207438," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
21," Private",185582," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,43," United-States"," <=50K"
34," Private",204991," Some-college",10," Divorced"," Exec-managerial"," Own-child"," White"," Male",0,0,44," United-States"," <=50K"
24," Private",452640," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
48," Private",174829," Assoc-acdm",12," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
17," Private",193769," 9th",5," Never-married"," Other-service"," Unmarried"," White"," Male",0,0,20," United-States"," <=50K"
21," Private",184543," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
26," Local-gov",190350," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," Black"," Female",0,0,35," United-States"," <=50K"
53," Self-emp-not-inc",302847," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
31," Private",254494," Some-college",10," Never-married"," Exec-managerial"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
49," Private",207677," 7th-8th",4," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,70," United-States"," <=50K"
57," Local-gov",339163," Some-college",10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," Mexico"," <=50K"
55," State-gov",256335," Bachelors",13," Divorced"," Exec-managerial"," Unmarried"," Black"," Male",0,0,40," United-States"," <=50K"
45,NA,154430," Some-college",10," Divorced",NA," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
44," Local-gov",124924," Assoc-voc",11," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,44," United-States"," <=50K"
27," Private",211215," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
20," Private",332194," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,20," United-States"," <=50K"
25," State-gov",176162," Bachelors",13," Never-married"," Protective-serv"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
25," Self-emp-not-inc",210278," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
42," Private",155106," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
67," Private",180539," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,10," United-States"," <=50K"
21," Private",119309," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Male",0,1602,16," United-States"," <=50K"
28," Private",274679," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
36," Self-emp-not-inc",257250," Assoc-voc",11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,99," United-States"," <=50K"
25," Private",113654," HS-grad",9," Separated"," Exec-managerial"," Unmarried"," White"," Female",0,0,37," United-States"," <=50K"
32," Private",330715," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",296999," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,70," United-States"," <=50K"
24," Private",278107," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
39," Private",198097," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
20," Private",411862," Assoc-voc",11," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
24," Private",243368," Preschool",1," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,36," Mexico"," <=50K"
24," Local-gov",134181," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
34," Private",137814," Some-college",10," Separated"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
62," Local-gov",41793," Masters",14," Separated"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50,NA," <=50K"
31," Private",208657," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
36," Private",155537," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
32," Private",188048," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
33,NA,186824," Some-college",10," Never-married",NA," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
44," Local-gov",101967," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
25," Private",255474," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
41," Private",188307," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
49," Private",24712," Bachelors",13," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,35," Philippines"," <=50K"
58," Self-emp-not-inc",200316," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
22,NA,289984," Some-college",10," Never-married",NA," Not-in-family"," Black"," Female",0,0,25," United-States"," <=50K"
38," Private",179488," Assoc-acdm",12," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",141118," HS-grad",9," Separated"," Other-service"," Unmarried"," White"," Female",0,0,24," United-States"," <=50K"
36," Private",37778," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",151810," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Male",0,0,28," United-States"," <=50K"
36," Private",218490," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
29," Private",77009," 11th",7," Separated"," Sales"," Not-in-family"," White"," Female",0,2754,42," United-States"," <=50K"
60," Private",184242," HS-grad",9," Married-spouse-absent"," Other-service"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
28," Private",190367," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
38," Self-emp-not-inc",103474," Bachelors",13," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
27," Private",209472," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
55," Private",194436," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
72,NA,289930," Bachelors",13," Separated",NA," Not-in-family"," White"," Female",991,0,7," United-States"," <=50K"
50," Local-gov",139296," 11th",7," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
47," State-gov",190325," Some-college",10," Divorced"," Tech-support"," Unmarried"," Black"," Female",0,0,48," United-States"," <=50K"
49," Private",48120," HS-grad",9," Never-married"," Transport-moving"," Unmarried"," Black"," Female",1506,0,40," United-States"," <=50K"
39," Private",175972," Some-college",10," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,15," United-States"," <=50K"
28," Private",239539," HS-grad",9," Never-married"," Craft-repair"," Own-child"," Asian-Pac-Islander"," Male",0,0,45," United-States"," <=50K"
30," Self-emp-not-inc",176185," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," Iran"," <=50K"
21,NA,231511," Some-college",10," Never-married",NA," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
18," Private",332763," HS-grad",9," Never-married"," Exec-managerial"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
52," Private",172962," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
17," Private",23856," 11th",7," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
27," Private",130492," 11th",7," Divorced"," Craft-repair"," Unmarried"," Other"," Male",0,0,35," United-States"," <=50K"
21," Self-emp-not-inc",236769," 7th-8th",4," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
22,NA,131573," Some-college",10," Never-married",NA," Own-child"," White"," Female",0,0,8," United-States"," <=50K"
23,NA,191910," Some-college",10," Never-married",NA," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
